[2025-10-06 01:55:04.215] <Wally>    (in) : name
[2025-10-06 02:00:53.426] <Wally>    (in) : play W A1
[2025-10-06 02:00:53.427] <Wally>    (in) : play B B9
[2025-10-06 02:00:53.427] <Wally>    (in) : play B B8
[2025-10-06 02:00:53.427] <Wally>    (in) : play W B7
[2025-10-06 02:00:53.427] <Wally>    (in) : play W B6
[2025-10-06 02:00:53.427] <Wally>    (in) : play B B5
[2025-10-06 02:00:53.427] <Wally>    (in) : play W B4
[2025-10-06 02:00:53.427] <Wally>    (in) : play B B3
[2025-10-06 02:00:53.427] <Wally>    (in) : play W B2
[2025-10-06 02:00:53.428] <Wally>    (in) : play W B1
[2025-10-06 02:00:53.428] <Wally>    (in) : play W C8
[2025-10-06 02:00:53.428] <Wally>    (in) : play W C7
[2025-10-06 02:00:53.428] <Wally>    (in) : play W C5
[2025-10-06 02:00:53.428] <Wally>    (in) : play B C4
[2025-10-06 02:00:53.428] <Wally>    (in) : play B C3
[2025-10-06 02:00:53.428] <Wally>    (in) : play B C2
[2025-10-06 02:00:53.428] <Wally>    (in) : play B C1
[2025-10-06 02:00:53.429] <Wally>    (in) : play B D9
[2025-10-06 02:00:53.429] <Wally>    (in) : play W D8
[2025-10-06 02:00:53.429] <Wally>    (in) : play W D7
[2025-10-06 02:00:53.429] <Wally>    (in) : play B D6
[2025-10-06 02:00:53.429] <Wally>    (in) : play W D5
[2025-10-06 02:00:53.429] <Wally>    (in) : play B D4
[2025-10-06 02:00:53.429] <Wally>    (in) : play B D2
[2025-10-06 02:00:53.429] <Wally>    (in) : play B D1
[2025-10-06 02:00:53.430] <Wally>    (in) : play B E9
[2025-10-06 02:00:53.430] <Wally>    (in) : play W E8
[2025-10-06 02:00:53.430] <Wally>    (in) : play W E6
[2025-10-06 02:00:53.430] <Wally>    (in) : play B E5
[2025-10-06 02:00:53.430] <Wally>    (in) : play B E4
[2025-10-06 02:00:53.430] <Wally>    (in) : play B E2
[2025-10-06 02:00:53.430] <Wally>    (in) : play B E1
[2025-10-06 02:00:53.430] <Wally>    (in) : play W F9
[2025-10-06 02:00:53.431] <Wally>    (in) : play W F8
[2025-10-06 02:00:53.431] <Wally>    (in) : play B F7
[2025-10-06 02:00:53.431] <Wally>    (in) : play W F6
[2025-10-06 02:00:53.431] <Wally>    (in) : play B F5
[2025-10-06 02:00:53.431] <Wally>    (in) : play B F4
[2025-10-06 02:00:53.431] <Wally>    (in) : play B F3
[2025-10-06 02:00:53.431] <Wally>    (in) : play B F1
[2025-10-06 02:00:53.431] <Wally>    (in) : play W G8
[2025-10-06 02:00:53.432] <Wally>    (in) : play B G7
[2025-10-06 02:00:53.432] <Wally>    (in) : play W G6
[2025-10-06 02:00:53.432] <Wally>    (in) : play W G5
[2025-10-06 02:00:53.432] <Wally>    (in) : play B G4
[2025-10-06 02:00:53.432] <Wally>    (in) : play B G3
[2025-10-06 02:00:53.432] <Wally>    (in) : play B G1
[2025-10-06 02:00:53.432] <Wally>    (in) : play B H9
[2025-10-06 02:00:53.432] <Wally>    (in) : play W H8
[2025-10-06 02:00:53.433] <Wally>    (in) : play W H7
[2025-10-06 02:00:53.433] <Wally>    (in) : play W H6
[2025-10-06 02:00:53.433] <Wally>    (in) : play W H5
[2025-10-06 02:00:53.433] <Wally>    (in) : play W H4
[2025-10-06 02:00:53.433] <Wally>    (in) : play B H3
[2025-10-06 02:00:53.433] <Wally>    (in) : play B H2
[2025-10-06 02:00:53.433] <Wally>    (in) : play B H1
[2025-10-06 02:00:53.433] <Wally>    (in) : play B J8
[2025-10-06 02:00:53.434] <Wally>    (in) : play B J6
[2025-10-06 02:00:53.434] <Wally>    (in) : play B J5
[2025-10-06 02:00:53.434] <Wally>    (in) : play B J4
[2025-10-06 02:00:53.434] <Wally>    (in) : play B J3
[2025-10-06 02:00:53.434] <Wally>    (in) : play B J2
[2025-10-06 02:00:53.434] <Wally>    (in) : play B J1
[2025-10-06 02:00:53.505] <Wally>   (out) : =
[2025-10-06 02:00:53.505] <Wally>   (out) : 
[2025-10-06 02:00:53.505] <Wally>   (out) : =
[2025-10-06 02:00:53.505] <Wally>   (out) : 
[2025-10-06 02:00:53.505] <Wally>   (out) : =
[2025-10-06 02:00:53.506] <Wally>   (out) : 
[2025-10-06 02:00:53.506] <Wally>   (out) : =
[2025-10-06 02:00:53.506] <Wally>   (out) : 
[2025-10-06 02:00:53.506] <Wally>   (out) : =
[2025-10-06 02:00:53.506] <Wally>   (out) : 
[2025-10-06 02:00:53.506] <Wally>   (out) : =
[2025-10-06 02:00:53.506] <Wally>   (out) : 
[2025-10-06 02:00:53.506] <Wally>   (out) : =
[2025-10-06 02:00:53.506] <Wally>   (out) : 
[2025-10-06 02:00:53.506] <Wally>   (out) : =
[2025-10-06 02:00:53.506] <Wally>   (out) : 
[2025-10-06 02:00:53.506] <Wally>   (out) : =
[2025-10-06 02:00:53.506] <Wally>   (out) : 
[2025-10-06 02:00:53.506] <Wally>   (out) : =
[2025-10-06 02:00:53.507] <Wally>   (out) : 
[2025-10-06 02:00:53.507] <Wally>   (out) : =
[2025-10-06 02:00:53.507] <Wally>   (out) : 
[2025-10-06 02:00:53.507] <Wally>   (out) : =
[2025-10-06 02:00:53.507] <Wally>   (out) : 
[2025-10-06 02:00:53.507] <Wally>   (out) : =
[2025-10-06 02:00:53.507] <Wally>   (out) : 
[2025-10-06 02:00:53.507] <Wally>   (out) : =
[2025-10-06 02:00:53.507] <Wally>   (out) : 
[2025-10-06 02:00:53.507] <Wally>   (out) : =
[2025-10-06 02:00:53.507] <Wally>   (out) : 
[2025-10-06 02:00:53.507] <Wally>   (out) : =
[2025-10-06 02:00:53.507] <Wally>   (out) : 
[2025-10-06 02:00:53.507] <Wally>   (out) : =
[2025-10-06 02:00:53.507] <Wally>   (out) : 
[2025-10-06 02:00:53.508] <Wally>   (out) : =
[2025-10-06 02:00:53.508] <Wally>   (out) : 
[2025-10-06 02:00:53.508] <Wally>   (out) : =
[2025-10-06 02:00:53.508] <Wally>   (out) : 
[2025-10-06 02:00:53.508] <Wally>   (out) : =
[2025-10-06 02:00:53.508] <Wally>   (out) : 
[2025-10-06 02:00:53.508] <Wally>   (out) : =
[2025-10-06 02:00:53.508] <Wally>   (out) : 
[2025-10-06 02:00:53.508] <Wally>   (out) : =
[2025-10-06 02:00:53.508] <Wally>   (out) : 
[2025-10-06 02:00:53.508] <Wally>   (out) : =
[2025-10-06 02:00:53.508] <Wally>   (out) : 
[2025-10-06 02:00:53.508] <Wally>   (out) : =
[2025-10-06 02:00:53.509] <Wally>   (out) : 
[2025-10-06 02:00:53.509] <Wally>   (out) : =
[2025-10-06 02:00:53.509] <Wally>   (out) : 
[2025-10-06 02:00:53.509] <Wally>   (out) : =
[2025-10-06 02:00:53.509] <Wally>   (out) : 
[2025-10-06 02:00:53.509] <Wally>   (out) : =
[2025-10-06 02:00:53.509] <Wally>   (out) : 
[2025-10-06 02:00:53.509] <Wally>   (out) : =
[2025-10-06 02:00:53.509] <Wally>   (out) : 
[2025-10-06 02:00:53.509] <Wally>   (out) : =
[2025-10-06 02:00:53.509] <Wally>   (out) : 
[2025-10-06 02:00:53.509] <Wally>   (out) : =
[2025-10-06 02:00:53.509] <Wally>   (out) : 
[2025-10-06 02:00:53.509] <Wally>   (out) : =
[2025-10-06 02:00:53.509] <Wally>   (out) : 
[2025-10-06 02:00:53.510] <Wally>   (out) : =
[2025-10-06 02:00:53.510] <Wally>   (out) : 
[2025-10-06 02:00:53.510] <Wally>   (out) : =
[2025-10-06 02:00:53.510] <Wally>   (out) : 
[2025-10-06 02:00:53.510] <Wally>   (out) : =
[2025-10-06 02:00:53.510] <Wally>   (out) : 
[2025-10-06 02:00:53.511] <Wally>   (out) : =
[2025-10-06 02:00:53.511] <Wally>   (out) : 
[2025-10-06 02:00:53.511] <Wally>   (out) : =
[2025-10-06 02:00:53.511] <Wally>   (out) : 
[2025-10-06 02:00:53.511] <Wally>   (out) : =
[2025-10-06 02:00:53.511] <Wally>   (out) : 
[2025-10-06 02:00:53.511] <Wally>   (out) : =
[2025-10-06 02:00:53.511] <Wally>   (out) : 
[2025-10-06 02:00:53.511] <Wally>   (out) : =
[2025-10-06 02:00:53.511] <Wally>   (out) : 
[2025-10-06 02:00:53.511] <Wally>   (out) : =
[2025-10-06 02:00:53.511] <Wally>   (out) : 
[2025-10-06 02:00:53.512] <Wally>   (out) : =
[2025-10-06 02:00:53.512] <Wally>   (out) : 
[2025-10-06 02:00:53.512] <Wally>   (out) : =
[2025-10-06 02:00:53.512] <Wally>   (out) : 
[2025-10-06 02:00:53.512] <Wally>   (out) : =
[2025-10-06 02:00:53.512] <Wally>   (out) : 
[2025-10-06 02:00:53.513] <Wally>   (out) : =
[2025-10-06 02:00:53.513] <Wally>   (out) : 
[2025-10-06 02:00:53.513] <Wally>   (out) : =
[2025-10-06 02:00:53.513] <Wally>   (out) : 
[2025-10-06 02:00:53.513] <Wally>   (out) : =
[2025-10-06 02:00:53.513] <Wally>   (out) : 
[2025-10-06 02:00:53.513] <Wally>   (out) : =
[2025-10-06 02:00:53.513] <Wally>   (out) : 
[2025-10-06 02:00:53.513] <Wally>   (out) : =
[2025-10-06 02:00:53.513] <Wally>   (out) : 
[2025-10-06 02:00:53.514] <Wally>   (out) : =
[2025-10-06 02:00:53.514] <Wally>   (out) : 
[2025-10-06 02:00:53.514] <Wally>   (out) : =
[2025-10-06 02:00:53.514] <Wally>   (out) : 
[2025-10-06 02:00:53.514] <Wally>   (out) : =
[2025-10-06 02:00:53.514] <Wally>   (out) : 
[2025-10-06 02:00:53.514] <Wally>   (out) : =
[2025-10-06 02:00:53.514] <Wally>   (out) : 
[2025-10-06 02:00:53.514] <Wally>   (out) : =
[2025-10-06 02:00:53.514] <Wally>   (out) : 
[2025-10-06 02:00:53.515] <Wally>   (out) : =
[2025-10-06 02:00:53.515] <Wally>   (out) : 
[2025-10-06 02:00:53.515] <Wally>   (out) : =
[2025-10-06 02:00:53.515] <Wally>   (out) : 
[2025-10-06 02:00:53.515] <Wally>   (out) : =
[2025-10-06 02:00:53.515] <Wally>   (out) : 
[2025-10-06 02:00:53.516] <Wally>   (out) : =
[2025-10-06 02:00:53.516] <Wally>   (out) : 
[2025-10-06 02:00:53.516] <Wally>   (out) : =
[2025-10-06 02:00:53.516] <Wally>   (out) : 
[2025-10-06 02:00:53.516] <Wally>   (out) : =
[2025-10-06 02:00:53.516] <Wally>   (out) : 
[2025-10-06 02:00:53.516] <Wally>   (out) : =
[2025-10-06 02:00:53.516] <Wally>   (out) : 
[2025-10-06 02:00:53.516] <Wally>   (out) : =
[2025-10-06 02:00:53.516] <Wally>   (out) : 
[2025-10-06 02:00:53.516] <Wally>   (out) : =
[2025-10-06 02:00:53.516] <Wally>   (out) : 
[2025-10-06 02:00:53.516] <Wally>   (out) : =
[2025-10-06 02:00:53.516] <Wally>   (out) : 
[2025-10-06 02:00:53.516] <Wally>   (out) : =
[2025-10-06 02:00:53.516] <Wally>   (out) : 
[2025-10-06 02:00:53.517] <Wally>   (out) : =
[2025-10-06 02:00:53.517] <Wally>   (out) : 
[2025-10-06 02:00:53.517] <Wally>   (out) : =
[2025-10-06 02:00:53.517] <Wally>   (out) : 
[2025-10-06 02:00:53.517] <Wally>   (out) : =
[2025-10-06 02:00:53.517] <Wally>   (out) : 
[2025-10-06 02:00:53.517] <Wally>   (out) : =
[2025-10-06 02:00:53.517] <Wally>   (out) : 
[2025-10-06 02:00:53.517] <Wally>   (out) : =
[2025-10-06 02:00:53.517] <Wally>   (out) : 
[2025-10-06 02:00:53.517] <Wally>   (out) : =
[2025-10-06 02:00:53.517] <Wally>   (out) : 
[2025-10-06 02:00:53.526] <Wally>    (in) : genmove W
[2025-10-06 02:00:53.588] <Wally>   (out) : = J9
[2025-10-06 02:00:53.588] <Wally>   (out) : 
[2025-10-06 02:00:53.603] <Wally>   (err) : capture move C9
[2025-10-06 02:00:53.603] <Wally>   (err) : save move: C9
[2025-10-06 02:00:53.603] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:53.603] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:53.603] <Wally>   (err) : best move J9
[2025-10-06 02:00:53.890] <Wally>    (in) : play B A9
[2025-10-06 02:00:53.890] <Wally>    (in) : play B A8
[2025-10-06 02:00:53.891] <Wally>    (in) : play B A7
[2025-10-06 02:00:53.891] <Wally>    (in) : play W A6
[2025-10-06 02:00:53.891] <Wally>    (in) : play B A5
[2025-10-06 02:00:53.891] <Wally>    (in) : play B A4
[2025-10-06 02:00:53.891] <Wally>    (in) : play B B9
[2025-10-06 02:00:53.891] <Wally>    (in) : play B B8
[2025-10-06 02:00:53.891] <Wally>    (in) : play W B7
[2025-10-06 02:00:53.892] <Wally>    (in) : play W B6
[2025-10-06 02:00:53.892] <Wally>    (in) : play B B5
[2025-10-06 02:00:53.892] <Wally>    (in) : play B B3
[2025-10-06 02:00:53.892] <Wally>    (in) : play W C8
[2025-10-06 02:00:53.892] <Wally>    (in) : play W C7
[2025-10-06 02:00:53.892] <Wally>    (in) : play W C5
[2025-10-06 02:00:53.893] <Wally>    (in) : play B C4
[2025-10-06 02:00:53.893] <Wally>    (in) : play B C3
[2025-10-06 02:00:53.893] <Wally>    (in) : play B C2
[2025-10-06 02:00:53.893] <Wally>    (in) : play B C1
[2025-10-06 02:00:53.893] <Wally>    (in) : play B D9
[2025-10-06 02:00:53.893] <Wally>    (in) : play W D8
[2025-10-06 02:00:53.893] <Wally>    (in) : play W D7
[2025-10-06 02:00:53.893] <Wally>    (in) : play B D6
[2025-10-06 02:00:53.894] <Wally>    (in) : play W D5
[2025-10-06 02:00:53.894] <Wally>    (in) : play B D4
[2025-10-06 02:00:53.894] <Wally>    (in) : play B D2
[2025-10-06 02:00:53.894] <Wally>    (in) : play B D1
[2025-10-06 02:00:53.894] <Wally>    (in) : play B E9
[2025-10-06 02:00:53.894] <Wally>    (in) : play W E8
[2025-10-06 02:00:53.894] <Wally>    (in) : play W E6
[2025-10-06 02:00:53.894] <Wally>    (in) : play B E5
[2025-10-06 02:00:53.895] <Wally>    (in) : play B E4
[2025-10-06 02:00:53.895] <Wally>    (in) : play B E2
[2025-10-06 02:00:53.895] <Wally>    (in) : play B E1
[2025-10-06 02:00:53.895] <Wally>    (in) : play W F9
[2025-10-06 02:00:53.895] <Wally>    (in) : play W F8
[2025-10-06 02:00:53.895] <Wally>    (in) : play B F7
[2025-10-06 02:00:53.895] <Wally>    (in) : play W F6
[2025-10-06 02:00:53.895] <Wally>    (in) : play B F5
[2025-10-06 02:00:53.895] <Wally>    (in) : play B F4
[2025-10-06 02:00:53.896] <Wally>    (in) : play B F3
[2025-10-06 02:00:53.896] <Wally>    (in) : play B F1
[2025-10-06 02:00:53.896] <Wally>    (in) : play W G8
[2025-10-06 02:00:53.896] <Wally>    (in) : play B G7
[2025-10-06 02:00:53.896] <Wally>    (in) : play W G6
[2025-10-06 02:00:53.896] <Wally>    (in) : play W G5
[2025-10-06 02:00:53.896] <Wally>    (in) : play B G4
[2025-10-06 02:00:53.896] <Wally>    (in) : play B G3
[2025-10-06 02:00:53.897] <Wally>    (in) : play B G1
[2025-10-06 02:00:53.897] <Wally>    (in) : play B H9
[2025-10-06 02:00:53.897] <Wally>    (in) : play W H8
[2025-10-06 02:00:53.897] <Wally>    (in) : play W H7
[2025-10-06 02:00:53.897] <Wally>    (in) : play W H6
[2025-10-06 02:00:53.897] <Wally>    (in) : play W H5
[2025-10-06 02:00:53.897] <Wally>    (in) : play W H4
[2025-10-06 02:00:53.897] <Wally>    (in) : play B H3
[2025-10-06 02:00:53.897] <Wally>    (in) : play B H2
[2025-10-06 02:00:53.898] <Wally>    (in) : play B H1
[2025-10-06 02:00:53.898] <Wally>    (in) : play B J8
[2025-10-06 02:00:53.898] <Wally>    (in) : play B J6
[2025-10-06 02:00:53.898] <Wally>    (in) : play B J5
[2025-10-06 02:00:53.898] <Wally>    (in) : play B J4
[2025-10-06 02:00:53.898] <Wally>    (in) : play B J3
[2025-10-06 02:00:53.898] <Wally>    (in) : play B J2
[2025-10-06 02:00:53.898] <Wally>    (in) : play B J1
[2025-10-06 02:00:53.962] <Wally>   (out) : =
[2025-10-06 02:00:53.962] <Wally>   (out) : 
[2025-10-06 02:00:53.962] <Wally>   (out) : =
[2025-10-06 02:00:53.962] <Wally>   (out) : 
[2025-10-06 02:00:53.962] <Wally>   (out) : =
[2025-10-06 02:00:53.963] <Wally>   (out) : 
[2025-10-06 02:00:53.963] <Wally>   (out) : =
[2025-10-06 02:00:53.963] <Wally>   (out) : 
[2025-10-06 02:00:53.963] <Wally>   (out) : =
[2025-10-06 02:00:53.963] <Wally>   (out) : 
[2025-10-06 02:00:53.963] <Wally>   (out) : =
[2025-10-06 02:00:53.963] <Wally>   (out) : 
[2025-10-06 02:00:53.963] <Wally>   (out) : =
[2025-10-06 02:00:53.963] <Wally>   (out) : 
[2025-10-06 02:00:53.963] <Wally>   (out) : =
[2025-10-06 02:00:53.963] <Wally>   (out) : 
[2025-10-06 02:00:53.963] <Wally>   (out) : =
[2025-10-06 02:00:53.963] <Wally>   (out) : 
[2025-10-06 02:00:53.964] <Wally>   (out) : =
[2025-10-06 02:00:53.964] <Wally>   (out) : 
[2025-10-06 02:00:53.964] <Wally>   (out) : =
[2025-10-06 02:00:53.964] <Wally>   (out) : 
[2025-10-06 02:00:53.964] <Wally>   (out) : =
[2025-10-06 02:00:53.964] <Wally>   (out) : 
[2025-10-06 02:00:53.964] <Wally>   (out) : =
[2025-10-06 02:00:53.964] <Wally>   (out) : 
[2025-10-06 02:00:53.964] <Wally>   (out) : =
[2025-10-06 02:00:53.964] <Wally>   (out) : 
[2025-10-06 02:00:53.964] <Wally>   (out) : =
[2025-10-06 02:00:53.964] <Wally>   (out) : 
[2025-10-06 02:00:53.964] <Wally>   (out) : =
[2025-10-06 02:00:53.964] <Wally>   (out) : 
[2025-10-06 02:00:53.965] <Wally>   (out) : =
[2025-10-06 02:00:53.965] <Wally>   (out) : 
[2025-10-06 02:00:53.965] <Wally>   (out) : =
[2025-10-06 02:00:53.965] <Wally>   (out) : 
[2025-10-06 02:00:53.965] <Wally>   (out) : =
[2025-10-06 02:00:53.965] <Wally>   (out) : 
[2025-10-06 02:00:53.965] <Wally>   (out) : =
[2025-10-06 02:00:53.965] <Wally>   (out) : 
[2025-10-06 02:00:53.965] <Wally>   (out) : =
[2025-10-06 02:00:53.965] <Wally>   (out) : 
[2025-10-06 02:00:53.965] <Wally>   (out) : =
[2025-10-06 02:00:53.965] <Wally>   (out) : 
[2025-10-06 02:00:53.965] <Wally>   (out) : =
[2025-10-06 02:00:53.965] <Wally>   (out) : 
[2025-10-06 02:00:53.965] <Wally>   (out) : =
[2025-10-06 02:00:53.965] <Wally>   (out) : 
[2025-10-06 02:00:53.966] <Wally>   (out) : =
[2025-10-06 02:00:53.966] <Wally>   (out) : 
[2025-10-06 02:00:53.966] <Wally>   (out) : =
[2025-10-06 02:00:53.966] <Wally>   (out) : 
[2025-10-06 02:00:53.966] <Wally>   (out) : =
[2025-10-06 02:00:53.966] <Wally>   (out) : 
[2025-10-06 02:00:53.966] <Wally>   (out) : =
[2025-10-06 02:00:53.966] <Wally>   (out) : 
[2025-10-06 02:00:53.966] <Wally>   (out) : =
[2025-10-06 02:00:53.966] <Wally>   (out) : 
[2025-10-06 02:00:53.966] <Wally>   (out) : =
[2025-10-06 02:00:53.966] <Wally>   (out) : 
[2025-10-06 02:00:53.966] <Wally>   (out) : =
[2025-10-06 02:00:53.966] <Wally>   (out) : 
[2025-10-06 02:00:53.966] <Wally>   (out) : =
[2025-10-06 02:00:53.967] <Wally>   (out) : 
[2025-10-06 02:00:53.967] <Wally>   (out) : =
[2025-10-06 02:00:53.967] <Wally>   (out) : 
[2025-10-06 02:00:53.967] <Wally>   (out) : =
[2025-10-06 02:00:53.967] <Wally>   (out) : 
[2025-10-06 02:00:53.967] <Wally>   (out) : =
[2025-10-06 02:00:53.967] <Wally>   (out) : 
[2025-10-06 02:00:53.967] <Wally>   (out) : =
[2025-10-06 02:00:53.968] <Wally>   (out) : 
[2025-10-06 02:00:53.968] <Wally>   (out) : =
[2025-10-06 02:00:53.968] <Wally>   (out) : 
[2025-10-06 02:00:53.968] <Wally>   (out) : =
[2025-10-06 02:00:53.968] <Wally>   (out) : 
[2025-10-06 02:00:53.968] <Wally>   (out) : =
[2025-10-06 02:00:53.968] <Wally>   (out) : 
[2025-10-06 02:00:53.968] <Wally>   (out) : =
[2025-10-06 02:00:53.968] <Wally>   (out) : 
[2025-10-06 02:00:53.968] <Wally>   (out) : =
[2025-10-06 02:00:53.968] <Wally>   (out) : 
[2025-10-06 02:00:53.968] <Wally>   (out) : =
[2025-10-06 02:00:53.968] <Wally>   (out) : 
[2025-10-06 02:00:53.969] <Wally>   (out) : =
[2025-10-06 02:00:53.969] <Wally>   (out) : 
[2025-10-06 02:00:53.969] <Wally>   (out) : =
[2025-10-06 02:00:53.969] <Wally>   (out) : 
[2025-10-06 02:00:53.969] <Wally>   (out) : =
[2025-10-06 02:00:53.969] <Wally>   (out) : 
[2025-10-06 02:00:53.969] <Wally>   (out) : =
[2025-10-06 02:00:53.969] <Wally>   (out) : 
[2025-10-06 02:00:53.969] <Wally>   (out) : =
[2025-10-06 02:00:53.969] <Wally>   (out) : 
[2025-10-06 02:00:53.970] <Wally>   (out) : =
[2025-10-06 02:00:53.970] <Wally>   (out) : 
[2025-10-06 02:00:53.970] <Wally>   (out) : =
[2025-10-06 02:00:53.970] <Wally>   (out) : 
[2025-10-06 02:00:53.970] <Wally>   (out) : =
[2025-10-06 02:00:53.970] <Wally>   (out) : 
[2025-10-06 02:00:53.970] <Wally>   (out) : =
[2025-10-06 02:00:53.970] <Wally>   (out) : 
[2025-10-06 02:00:53.970] <Wally>   (out) : =
[2025-10-06 02:00:53.970] <Wally>   (out) : 
[2025-10-06 02:00:53.970] <Wally>   (out) : =
[2025-10-06 02:00:53.970] <Wally>   (out) : 
[2025-10-06 02:00:53.970] <Wally>   (out) : =
[2025-10-06 02:00:53.970] <Wally>   (out) : 
[2025-10-06 02:00:53.970] <Wally>   (out) : =
[2025-10-06 02:00:53.971] <Wally>   (out) : 
[2025-10-06 02:00:53.971] <Wally>   (out) : =
[2025-10-06 02:00:53.971] <Wally>   (out) : 
[2025-10-06 02:00:53.971] <Wally>   (out) : =
[2025-10-06 02:00:53.971] <Wally>   (out) : 
[2025-10-06 02:00:53.971] <Wally>   (out) : =
[2025-10-06 02:00:53.971] <Wally>   (out) : 
[2025-10-06 02:00:53.971] <Wally>   (out) : =
[2025-10-06 02:00:53.971] <Wally>   (out) : 
[2025-10-06 02:00:53.971] <Wally>   (out) : =
[2025-10-06 02:00:53.971] <Wally>   (out) : 
[2025-10-06 02:00:53.971] <Wally>   (out) : =
[2025-10-06 02:00:53.971] <Wally>   (out) : 
[2025-10-06 02:00:53.971] <Wally>   (out) : =
[2025-10-06 02:00:53.971] <Wally>   (out) : 
[2025-10-06 02:00:53.971] <Wally>   (out) : =
[2025-10-06 02:00:53.971] <Wally>   (out) : 
[2025-10-06 02:00:53.972] <Wally>   (out) : =
[2025-10-06 02:00:53.972] <Wally>   (out) : 
[2025-10-06 02:00:53.972] <Wally>   (out) : =
[2025-10-06 02:00:53.972] <Wally>   (out) : 
[2025-10-06 02:00:53.983] <Wally>    (in) : genmove W
[2025-10-06 02:00:54.044] <Wally>   (out) : = J9
[2025-10-06 02:00:54.044] <Wally>   (out) : 
[2025-10-06 02:00:54.058] <Wally>   (err) : capture move C9
[2025-10-06 02:00:54.058] <Wally>   (err) : save move: C9
[2025-10-06 02:00:54.058] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:54.058] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:54.058] <Wally>   (err) : best move J9
[2025-10-06 02:07:48.498] <Wally>    (in) : clear_board
[2025-10-06 02:07:48.500] <Wally>    (in) : play B G7
[2025-10-06 02:07:48.583] <Wally>   (out) : =
[2025-10-06 02:07:48.583] <Wally>   (out) : 
[2025-10-06 02:07:48.583] <Wally>   (out) : =
[2025-10-06 02:07:48.583] <Wally>   (out) : 
[2025-10-06 02:07:48.595] <Wally>    (in) : genmove W
[2025-10-06 02:07:48.669] <Wally>   (out) : = G6
[2025-10-06 02:07:48.669] <Wally>   (out) : 
[2025-10-06 02:07:48.690] <Wally>   (err) : capture move XX
[2025-10-06 02:07:48.690] <Wally>   (err) : save move: XX
[2025-10-06 02:07:48.690] <Wally>   (err) : defend move: XX
[2025-10-06 02:07:48.690] <Wally>   (err) : surround move: G6
[2025-10-06 02:07:48.690] <Wally>   (err) : best move G6
[2025-10-06 02:07:49.535] <Wally>    (in) : play B F7
[2025-10-06 02:07:49.602] <Wally>   (out) : =
[2025-10-06 02:07:49.602] <Wally>   (out) : 
[2025-10-06 02:07:49.611] <Wally>    (in) : genmove W
[2025-10-06 02:07:49.682] <Wally>   (out) : = F6
[2025-10-06 02:07:49.684] <Wally>   (out) : 
[2025-10-06 02:07:49.706] <Wally>   (err) : capture move XX
[2025-10-06 02:07:49.706] <Wally>   (err) : save move: XX
[2025-10-06 02:07:49.706] <Wally>   (err) : defend move: XX
[2025-10-06 02:07:49.707] <Wally>   (err) : surround move: F6
[2025-10-06 02:07:49.707] <Wally>   (err) : best move F6
[2025-10-06 02:07:50.758] <Wally>    (in) : play B C3
[2025-10-06 02:07:50.820] <Wally>   (out) : =
[2025-10-06 02:07:50.820] <Wally>   (out) : 
[2025-10-06 02:07:50.827] <Wally>    (in) : genmove W
[2025-10-06 02:07:50.889] <Wally>   (out) : = F8
[2025-10-06 02:07:50.889] <Wally>   (out) : 
